date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:54:29	84178/84178	---M-Z	200	added ('OK')	text/html	etag:W/%228f3cd39bb32cc2771d22a4b95a38de20--gzip%22	https://www.pkotler.org/books	./www.pkotler.org/books.html	(from https://www.pkotler.org/pubs)
07:54:30	103906/103906	---M-Z	200	added ('OK')	text/html	etag:W/%225bf5c95d8459c84f49fe83f017b6b178--gzip%22	https://www.pkotler.org/journal	./www.pkotler.org/journal.html	(from https://www.pkotler.org/pubs)
07:54:31	73796/73796	---M-Z	200	added ('OK')	text/html	etag:W/%2248b35383870d76c363d2d47535162a89%22	https://www.pkotler.org/web	./www.pkotler.org/web.html	(from https://www.pkotler.org/pubs)
07:54:32	140610/140610	---M-Z	200	added ('OK')	text/html	etag:W/%22a67bcd67fe5095285bb94ed4a571bc15--gzip%22	https://www.pkotler.org/covers	./www.pkotler.org/covers.html	(from https://www.pkotler.org/pubs)
07:54:33	82557/82557	---M-Z	200	added ('OK')	text/html	etag:W/%225c2ff024b763f2b2c25022c746d359a5%22	https://www.pkotler.org/awards	./www.pkotler.org/awards	(from https://www.pkotler.org/)
07:54:34	61420/61420	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%228d69dc15074bdd5fd02149a1bf16fc16%22	https://www.pkotler.org/%22//www.youtube.com/embed/5GSvqsP6paY?start=56&amp;wmode=opaque&amp;enablejsapi=1%22	./www.pkotler.org/_/www.youtube.com/embed/5GSvqsP6paY.10fd74.delayed	(from https://www.pkotler.org/videos)
07:54:35	61420/61420	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%228d69dc15074bdd5fd02149a1bf16fc16%22	https://www.pkotler.org/%22//www.youtube.com/embed/9Pn6om4NGRQ?wmode=opaque&amp;enablejsapi=1%22	./www.pkotler.org/_/www.youtube.com/embed/9Pn6om4NGRQ.118873.delayed	(from https://www.pkotler.org/videos)
07:54:36	61420/61420	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%228d69dc15074bdd5fd02149a1bf16fc16%22	https://www.pkotler.org/%22//www.youtube.com/embed/2LKV7ZrhwDI?feature=youtu.be&amp;wmode=opaque&amp;enablejsapi=1%22	./www.pkotler.org/_/www.youtube.com/embed/2LKV7ZrhwDI.12ab4d.delayed	(from https://www.pkotler.org/videos)
07:54:39	105669/105669	---M--	200	added ('OK')	application/rss+xml	etag:W/%2251fe56438d17e9422630ae41173b1953%22	https://www.pkotler.org/blog?format=rss	./www.pkotler.org/bloga409	(from https://www.pkotler.org/blog)
07:54:42	168450/168450	---MCZ	200	added ('OK')	text/html	etag:W/%229c50b39da20feb9aa0f1c0895d6f8bc0--gzip%22	https://www.pkotler.org/blog?author=5b70ba06396f8c3291f4cb77	./www.pkotler.org/blogd764.html	(from https://www.pkotler.org/blog)
07:54:43	78934/78934	---M-Z	200	added ('OK')	text/html	etag:W/%220299a5bf215c077aec02cc9a6e4669a3--gzip%22	https://www.pkotler.org/blog/2024/2/11/kotler-books-published-earlier-1	./www.pkotler.org/blog/2024/2/11/kotler-books-published-earlier-1.html	(from https://www.pkotler.org/blog)
07:54:44	79110/79110	---M-Z	200	added ('OK')	text/html	etag:W/%220baae6a3989330d56ab99be25578c081--gzip%22	https://www.pkotler.org/blog/2024/2/11/kotler-books-published-earlier	./www.pkotler.org/blog/2024/2/11/kotler-books-published-earlier.html	(from https://www.pkotler.org/blog)
07:54:45	69545/69545	---M-Z	200	added ('OK')	text/html	etag:W/%229821f8aae8a0c0f25072efcdbf0d188e%22	https://www.pkotler.org/blog/2024/2/1/planned-kotler-publications-for-2024-1	./www.pkotler.org/blog/2024/2/1/planned-kotler-publications-for-2024-1.html	(from https://www.pkotler.org/blog)
07:54:46	87914/87914	---M-Z	200	added ('OK')	text/html	etag:W/%2291e6f4ea6437b763f9e1932ddff0b4aa%22	https://www.pkotler.org/blog/2023/8/3/regeneration-the-future-of-community-in-a-permacrisis-world	./www.pkotler.org/blog/2023/8/3/regeneration-the-future-of-community-in-a-permacrisis-world.html	(from https://www.pkotler.org/blog)
07:55:46	75268/75268	---MCZ	200	added ('OK')	text/html	etag:W/%225e8e7bda8045683f87f6fc573fee8083--gzip%22	https://www.pkotler.org/blog/2020/11/2/hxmfuz7m44bejehjbqjafpcisvxy8a	./www.pkotler.org/blog/2020/11/2/hxmfuz7m44bejehjbqjafpcisvxy8a.html	(from https://www.pkotler.org/blog)
07:55:49	71059/71059	---MCZ	200	added ('OK')	text/html	etag:W/%22a322ce723dbb97462822468aaa60008f--gzip%22	https://www.pkotler.org/blog/2020/10/29/see-my-9-articles-on-medium-go-to-medium-and-click-on-and-read-any-article-you-wish	./www.pkotler.org/blog/2020/10/29/see-my-9-articles-on-medium-go-to-medium-and-click-on-and-read-any-article-you-wish.html	(from https://www.pkotler.org/blog)
07:55:52	74628/74628	---MCZ	200	added ('OK')	text/html	etag:W/%22d9c3fd7dcd842cf3b1d8fcf5757dc540--gzip%22	https://www.pkotler.org/blog/2020/10/29/attend-the-lectures-by-60-top-professors-at-ewms-1	./www.pkotler.org/blog/2020/10/29/attend-the-lectures-by-60-top-professors-at-ewms-1.html	(from https://www.pkotler.org/blog)
07:55:53	77909/77909	---M-Z	200	added ('OK')	text/html	etag:W/%22062fdef1fb62b9abdda98ae84dda51a0%22	https://www.pkotler.org/blog/2019/11/16/t0y8ianixux5r5jc2792ottxtwze5r	./www.pkotler.org/blog/2019/11/16/t0y8ianixux5r5jc2792ottxtwze5r.html	(from https://www.pkotler.org/blog)
07:55:54	74887/74887	---M-Z	200	added ('OK')	text/html	etag:W/%22be0448a37587fc6f636fec702d3de815%22	https://www.pkotler.org/blog/2019/4/13/the-age-of-ecosystem-strategy	./www.pkotler.org/blog/2019/4/13/the-age-of-ecosystem-strategy.html	(from https://www.pkotler.org/blog)
07:55:57	143130/143130	---MCZ	200	added ('OK')	text/html	etag:W/%22d263ad97ca3cfb408eddb067fe191928--gzip%22	https://www.pkotler.org/blog?offset=1555191855750	./www.pkotler.org/blog4334.html	(from https://www.pkotler.org/blog)
07:56:01	143285/143285	---MCZ	200	added ('OK')	text/html	etag:W/%22291d67701afdf49e52e441b81020cb76--gzip%22	https://www.pkotler.org/blog?offset=1555191855750&author=5b70ba06396f8c3291f4cb77	./www.pkotler.org/blog22a2.html	(from https://www.pkotler.org/blog?author=5b70ba06396f8c3291f4cb77)
07:57:02	82428/82428	---M-Z	200	added ('OK')	text/html	etag:W/%22d5916ef09cca92cf013af672d7259efc--gzip%22	https://www.pkotler.org/blog/2019/1/25/the-kotler-collection-at-the-john-and-mable-ringling-museum-of-art-sarasota-florida	./www.pkotler.org/blog/2019/1/25/the-kotler-collection-at-the-john-and-mable-ringling-museum-of-art-sarasota-florida.html	(from https://www.pkotler.org/blog/2019/4/13/the-age-of-ecosystem-strategy)
07:57:03	76092/76092	---M-Z	200	added ('OK')	text/html	etag:W/%223fedc7ede75a6c47117f38cd1afee25c--gzip%22	https://www.pkotler.org/blog/2019/1/24/the-brand-activism-workshop	./www.pkotler.org/blog/2019/1/24/the-brand-activism-workshop.html	(from https://www.pkotler.org/blog?offset=1555191855750)
07:57:28	82001/82001	---MCZ	200	added ('OK')	text/html	etag:W/%220192764aaf9ee14da7dc75506c8d9a20--gzip%22	https://www.pkotler.org/blog/2019/1/24/my-adventures-in-marketing	./www.pkotler.org/blog/2019/1/24/my-adventures-in-marketing.html	(from https://www.pkotler.org/blog?offset=1555191855750)
07:57:30	72321/72321	---M-Z	200	added ('OK')	text/html	etag:W/%223d3bf10c7397daafeff73fd3afc0c547--gzip%22	https://www.pkotler.org/blog/2019/1/24/a-list-of-kotler-related-websites	./www.pkotler.org/blog/2019/1/24/a-list-of-kotler-related-websites.html	(from https://www.pkotler.org/blog?offset=1555191855750)
07:58:30	72806/72806	---M-Z	200	added ('OK')	text/html	etag:W/%227b8aecb19ca85602219411b51ce42c64--gzip%22	https://www.pkotler.org/blog/2018/8/12/kotler-will-travel-and-teach-in-europe-2018	./www.pkotler.org/blog/2018/8/12/kotler-will-travel-and-teach-in-europe-2018.html	(from https://www.pkotler.org/blog?offset=1555191855750)
07:58:34	168295/168295	---MCZ	200	added ('OK')	text/html	etag:W/%22d7a108ed7b859079cad45c3b5b5837b5--gzip%22	https://www.pkotler.org/blog?offset=1548395269598&reversePaginate=true	./www.pkotler.org/blog3814.html	(from https://www.pkotler.org/blog?offset=1555191855750)
